node1,node2,radius
[0.326316 3.715789],[0.326316 3.721053],0.021052631578947368
[2.442105 0.526316],[2.442105 0.531579],0.021052631578947368
[3.631579 2.747368],[3.636842 2.747368],0.01621652015833784
[2.494737 1.352632],[2.500000 1.352632],0.024926673565788367
[1.405263 0.705263],[1.405263 0.710526],0.021052631578947368
[1.989474 4.626316],[1.989474 4.631579],0.01781007614640097
[4.963158 5.821053],[4.963158 5.826316],0.018976585660336786
[1.668421 1.442105],[1.673684 1.442105],0.011768778828946261
[4.342105 4.900000],[4.342105 4.905263],0.018976585660336786
[1.205263 4.684211],[1.205263 4.689474],0.015789473684210527
[3.594737 3.926316],[3.594737 3.931579],0.029425742220765803
[1.805263 6.268421],[1.805263 6.273684],0.015789473684210527
[4.463158 0.926316],[4.468421 0.926316],0.015337966117753132
[0.615789 4.968421],[0.621053 4.968421],0.015765012591880446
[0.631579 2.836842],[0.636842 2.836842],0.01781007614640097
[5.084211 1.900000],[5.089474 1.900000],0.021052631578947368
[5.721053 1.915789],[5.721053 1.921053],0.02804435328813784
[3.889474 2.136842],[3.894737 2.136842],0.02033857079232013
[1.694737 3.231579],[1.694737 3.236842],0.011147547309209973
[2.694737 0.168421],[2.694737 0.173684],0.015789473684210527
[4.094737 1.410526],[4.094737 1.415789],0.020653136743640194
[1.810526 3.863158],[1.810526 3.868421],0.024926673565788367
[0.715789 5.889474],[0.721053 5.889474],0.021052631578947368
[1.963158 5.494737],[1.968421 5.494737],0.018976585660336786
[2.421053 6.063158],[2.421053 6.068421],0.021052631578947368
[5.594737 0.947368],[5.600000 0.947368],0.014886458551295738
[2.447368 4.542105],[2.452632 4.542105],0.015337966117753132
[1.042105 2.468421],[1.047368 2.468421],0.01621652015833784
[4.552632 2.794737],[4.552632 2.800000],0.029516096584157377
[4.752632 1.757895],[4.757895 1.757895],0.018976585660336786
[3.821053 6.231579],[3.821053 6.236842],0.01781007614640097
[0.089474 0.952632],[0.094737 0.952632],0.010526315789473684
[3.684211 0.105263],[3.684211 0.110526],0.011768778828946261
[1.363158 1.836842],[1.363158 1.842105],0.008984772532560775
[2.626316 5.442105],[2.626316 5.447368],0.021052631578947368
[3.136842 6.389474],[3.142105 6.389474],0.006353193585192355
[5.368421 5.263158],[5.368421 5.268421],0.022619056791098
[3.721053 6.321053],[3.721053 6.326316],0.026576367141033643
[4.568421 3.310526],[4.573684 3.310526],0.021052631578947368
[3.484211 0.363158],[3.489474 0.363158],0.01781007614640097
[2.100000 3.668421],[2.105263 3.668421],0.02033857079232013
[3.452632 6.284211],[3.457895 6.284211],0.009606004052297066
[2.063158 6.073684],[2.063158 6.078947],0.031796743500784784
[2.268421 5.342105],[2.268421 5.347368],0.01621652015833784
[0.231579 1.473684],[0.231579 1.478947],0.011147547309209973
[0.652632 3.600000],[0.657895 3.600000],0.026576367141033643
[3.878947 5.305263],[3.884211 5.305263],0.016643566632465155
[3.242105 2.394737],[3.247368 2.394737],0.006353193585192355
[5.926316 1.584211],[5.931579 1.584211],0.011147547309209973
[0.363158 4.810526],[0.368421 4.810526],0.013327618690120998
[2.373684 3.873684],[2.378947 3.873684],0.015789473684210527
[3.589474 4.273684],[3.589474 4.278947],0.021052631578947368
[2.963158 0.794737],[2.963158 0.800000],0.022619056791098
[4.784211 1.305263],[4.784211 1.310526],0.016931522105816263
[4.310526 2.463158],[4.315789 2.463158],0.015789473684210527
[4.589474 2.357895],[4.594737 2.357895],0.020014608619642077
[0.100000 4.947368],[0.100000 4.952632],0.021052631578947368
[3.184211 6.073684],[3.189474 6.073684],0.03198817688205805
[5.184211 5.063158],[5.184211 5.068421],0.021052631578947368
[0.268421 6.347368],[0.273684 6.347368],0.020014608619642077
[1.000000 2.321053],[1.000000 2.326316],0.026576367141033643
[3.873684 4.684211],[3.873684 4.689474],0.02033857079232013
[1.231579 3.794737],[1.236842 3.794737],0.021052631578947368
[0.747368 4.452632],[0.747368 4.457895],0.028502504986435
[5.215789 1.157895],[5.221053 1.157895],0.010526315789473684
[0.621053 4.405263],[0.621053 4.410526],0.021376593751625424
[5.026316 4.252632],[5.026316 4.257895],0.015789473684210527
[4.968421 3.057895],[4.968421 3.063158],0.01781007614640097
[0.389474 1.021053],[0.394737 1.021053],0.011147547309209973
[0.015789 5.626316],[0.015789 5.631579],0.018976585660336786
[0.863158 0.826316],[0.863158 0.831579],0.021052631578947368
[2.173684 0.015789],[2.173684 0.021053],0.021052631578947368
[3.042105 4.826316],[3.042105 4.831579],0.02033857079232013
[2.931579 0.215789],[2.931579 0.221053],0.02033857079232013
[0.694737 2.184211],[0.700000 2.184211],0.015789473684210527
[2.173684 5.831579],[2.173684 5.836842],0.01781007614640097
[3.857895 4.305263],[3.863158 4.305263],0.01781007614640097
[1.163158 3.468421],[1.163158 3.473684],0.018976585660336786
[1.036842 1.115789],[1.042105 1.115789],0.029516096584157377
[3.494737 1.742105],[3.494737 1.747368],0.015789473684210527
[5.710526 1.405263],[5.710526 1.410526],0.017383029672273655
[0.742105 0.205263],[0.742105 0.210526],0.01781007614640097
[3.184211 4.421053],[3.184211 4.426316],0.005263157894736842
[5.889474 6.247368],[5.894737 6.247368],0.01621652015833784
[3.768421 0.747368],[3.768421 0.752632],0.013327618690120998
[3.678947 3.457895],[3.684211 3.457895],0.024926673565788367
[0.978947 4.921053],[0.978947 4.926316],0.006353193585192355
[1.315789 1.215789],[1.321053 1.215789],0.018976585660336786
[3.863158 4.247368],[3.863158 4.252632],0.021700555924303477
[4.036842 5.836842],[4.036842 5.842105],0.015789473684210527
[4.863158 1.831579],[4.863158 1.836842],0.02033857079232013
[0.994737 0.631579],[0.994737 0.636842],0.015789473684210527
[1.631579 1.005263],[1.631579 1.010526],0.021052631578947368
[3.363158 4.015789],[3.363158 4.021053],0.020014608619642077
[0.021053 0.478947],[0.026316 0.478947],0.005263157894736842
[0.063158 4.436842],[0.063158 4.442105],0.021376593751625424
[5.000000 1.952632],[5.005263 1.952632],0.021376593751625424
[3.615789 1.531579],[3.615789 1.536842],0.02631578947368421
[5.247368 0.268421],[5.247368 0.273684],0.021052631578947368
[0.815789 3.310526],[0.815789 3.315789],0.011147547309209973
[2.052632 4.500000],[2.052632 4.505263],0.021376593751625424
[2.357895 1.947368],[2.363158 1.947368],0.010526315789473684
[4.642105 4.152632],[4.642105 4.157895],0.03153002518376089
[2.657895 3.115789],[2.657895 3.121053],0.021700555924303477
[4.768421 2.642105],[4.768421 2.647368],0.01781007614640097
[3.068421 4.915789],[3.068421 4.921053],0.018976585660336786
[0.131579 3.694737],[0.131579 3.700000],0.015337966117753132
[0.931579 2.973684],[0.936842 2.973684],0.022619056791098
[2.163158 6.126316],[2.163158 6.131579],0.029516096584157377
[4.663158 0.594737],[4.663158 0.600000],0.03429673487588455
[0.910526 4.700000],[0.915789 4.700000],0.021052631578947368
[2.557895 3.394737],[2.557895 3.400000],0.015337966117753132
[0.657895 0.184211],[0.663158 0.184211],0.015789473684210527
[5.763158 0.400000],[5.768421 0.400000],0.015789473684210527
[4.047368 0.000000],[4.052632 0.000000],0.006353193585192355
[4.452632 3.484211],[4.452632 3.489474],0.021376593751625424
[5.189474 2.678947],[5.194737 2.678947],0.015789473684210527
[1.105263 4.468421],[1.110526 4.468421],0.030231068800888636
[1.552632 2.321053],[1.557895 2.321053],0.015789473684210527
[4.500000 5.652632],[4.500000 5.657895],0.021052631578947368
[4.615789 6.052632],[4.615789 6.057895],0.015789473684210527
[2.452632 1.347368],[2.457895 1.347368],0.031578947368421054
[2.789474 1.742105],[2.794737 1.742105],0.01781007614640097
[1.094737 0.031579],[1.100000 0.031579],0.010526315789473684
[4.063158 3.257895],[4.063158 3.263158],0.021052631578947368
[3.652632 5.463158],[3.652632 5.468421],0.022295094618419945
[5.963158 2.031579],[5.968421 2.031579],0.01621652015833784
[4.605263 3.526316],[4.610526 3.526316],0.021052631578947368
[0.242105 3.610526],[0.247368 3.610526],0.026576367141033643
[5.284211 5.552632],[5.289474 5.552632],0.01781007614640097
[1.605263 6.368421],[1.605263 6.373684],0.020014608619642077
[3.794737 2.610526],[3.800000 2.610526],0.021376593751625424
[0.468421 2.710526],[0.473684 2.710526],0.021376593751625424
[4.863158 1.989474],[4.863158 1.994737],0.021376593751625424
[0.057895 3.600000],[0.057895 3.605263],0.01781007614640097
[0.621053 2.110526],[0.621053 2.115789],0.013327618690120998
[1.094737 0.773684],[1.094737 0.778947],0.01781007614640097
[4.000000 4.852632],[4.000000 4.857895],0.022619056791098
[1.347368 2.931579],[1.352632 2.931579],0.02631578947368421
[2.463158 4.668421],[2.468421 4.668421],0.015337966117753132
[0.642105 2.415789],[0.647368 2.415789],0.03607422087499834
[0.726316 1.236842],[0.731579 1.236842],0.021376593751625424
[3.036842 0.310526],[3.036842 0.315789],0.01781007614640097
[3.894737 4.173684],[3.900000 4.173684],0.01621652015833784
[1.736842 3.110526],[1.736842 3.115789],0.015765012591880446
[3.700000 1.489474],[3.705263 1.489474],0.021376593751625424
[5.384211 5.247368],[5.389474 5.247368],0.015789473684210527
[2.078947 1.305263],[2.084211 1.305263],0.022619056791098
[5.473684 0.521053],[5.478947 0.521053],0.01781007614640097
[5.547368 1.352632],[5.552632 1.352632],0.010526315789473684
[4.015789 2.263158],[4.021053 2.263158],0.010526315789473684
[1.021053 1.521053],[1.021053 1.526316],0.024926673565788367
[1.500000 5.410526],[1.500000 5.415789],0.01781007614640097
[2.489474 0.810526],[2.494737 0.810526],0.018976585660336786
[4.952632 2.068421],[4.957895 2.068421],0.021052631578947368
[3.115789 3.452632],[3.121053 3.452632],0.015789473684210527
[2.600000 2.500000],[2.605263 2.500000],0.021052631578947368
[1.794737 3.300000],[1.800000 3.300000],0.01781007614640097
[2.600000 4.047368],[2.600000 4.052632],0.020014608619642077
[2.578947 0.857895],[2.578947 0.863158],0.021052631578947368
[3.584211 3.184211],[3.584211 3.189474],0.015789473684210527
[3.826316 1.610526],[3.831579 1.610526],0.01781007614640097
[4.568421 3.352632],[4.573684 3.352632],0.01621652015833784
[0.231579 6.205263],[0.231579 6.210526],0.01781007614640097
[0.763158 2.121053],[0.763158 2.126316],0.01621652015833784
[4.452632 4.978947],[4.457895 4.978947],0.018976585660336786
[5.484211 1.984211],[5.484211 1.989474],0.01621652015833784
[2.105263 4.194737],[2.105263 4.200000],0.02732938107140659
[2.021053 3.000000],[2.026316 3.000000],0.015789473684210527
[3.457895 0.363158],[3.463158 0.363158],0.01621652015833784
[0.426316 4.121053],[0.431579 4.121053],0.02758995873875602
[1.531579 6.084211],[1.531579 6.089474],0.024268750366343274
[2.542105 3.984211],[2.547368 3.984211],0.021052631578947368
[3.126316 3.052632],[3.131579 3.052632],0.011147547309209973
[2.363158 0.963158],[2.363158 0.968421],0.03219493719020566
[2.205263 0.452632],[2.205263 0.457895],0.02631578947368421
[5.484211 3.210526],[5.489474 3.210526],0.015789473684210527
[0.663158 0.278947],[0.668421 0.278947],0.01621652015833784
[0.157895 2.121053],[0.163158 2.121053],0.01621652015833784
[2.268421 4.036842],[2.273684 4.036842],0.013327618690120998
[4.978947 2.205263],[4.984211 2.205263],0.018976585660336786
[3.657895 1.184211],[3.663158 1.184211],0.005263157894736842
[5.052632 4.042105],[5.052632 4.047368],0.020014608619642077
[2.331579 4.584211],[2.331579 4.589474],0.015337966117753132
[4.236842 4.115789],[4.242105 4.115789],0.01621652015833784
[4.284211 4.947368],[4.289474 4.947368],0.018976585660336786
[4.468421 4.657895],[4.473684 4.657895],0.013327618690120998
[0.805263 4.078947],[0.805263 4.084211],0.015765012591880446
[3.384211 0.668421],[3.384211 0.673684],0.015789473684210527
[0.010526 1.878947],[0.010526 1.884211],0.01621652015833784
[4.836842 5.178947],[4.842105 5.178947],0.021052631578947368
[0.921053 5.268421],[0.926316 5.268421],0.021052631578947368
[5.057895 3.926316],[5.057895 3.931579],0.021052631578947368
[1.078947 4.752632],[1.084211 4.752632],0.015789473684210527
[1.573684 0.257895],[1.578947 0.257895],0.01621652015833784
[3.573684 0.742105],[3.573684 0.747368],0.010526315789473684
[4.284211 0.089474],[4.289474 0.089474],0.01781007614640097
[0.957895 0.405263],[0.963158 0.405263],0.021376593751625424
[2.989474 3.873684],[2.994737 3.873684],0.01781007614640097
[2.378947 1.068421],[2.384211 1.068421],0.011147547309209973
[3.489474 3.568421],[3.489474 3.573684],0.020014608619642077
[0.689474 5.189474],[0.689474 5.194737],0.021052631578947368
[0.989474 2.994737],[0.994737 2.994737],0.021052631578947368
[5.410526 5.589474],[5.410526 5.594737],0.015789473684210527
[3.331579 4.984211],[3.336842 4.984211],0.011147547309209973
[1.384211 3.268421],[1.389474 3.268421],0.010526315789473684
[1.552632 1.494737],[1.552632 1.500000],0.010526315789473684
[2.015789 1.394737],[2.021053 1.394737],0.024322738650313903
[3.878947 2.805263],[3.884211 2.805263],0.006353193585192355
[4.473684 1.921053],[4.473684 1.926316],0.01781007614640097
[4.610526 6.105263],[4.610526 6.110526],0.02732938107140659
[5.105263 5.578947],[5.105263 5.584211],0.018976585660336786
[5.242105 1.052632],[5.247368 1.052632],0.010526315789473684
[5.257895 2.784211],[5.257895 2.789474],0.02033857079232013
[0.921053 0.515789],[0.926316 0.515789],0.021052631578947368
[3.710526 4.042105],[3.715789 4.042105],0.022619056791098
[1.068421 2.368421],[1.068421 2.373684],0.015789473684210527
[3.042105 2.963158],[3.042105 2.968421],0.01621652015833784
[3.110526 4.378947],[3.115789 4.378947],0.01781007614640097
[0.731579 0.968421],[0.731579 0.973684],0.007443229275647869
[3.605263 5.031579],[3.605263 5.036842],0.020014608619642077
[1.531579 3.989474],[1.536842 3.989474],0.022619056791098
[2.989474 4.257895],[2.994737 4.257895],0.021376593751625424
[4.747368 3.563158],[4.747368 3.568421],0.021376593751625424
[4.884211 5.100000],[4.884211 5.105263],0.020014608619642077
[3.073684 1.452632],[3.078947 1.452632],0.015789473684210527
[4.963158 4.884211],[4.968421 4.884211],0.020014608619642077
[4.989474 3.973684],[4.989474 3.978947],0.015789473684210527
[6.042105 5.984211],[6.047368 5.984211],0.021052631578947368
[1.742105 2.063158],[1.747368 2.063158],0.01621652015833784
[0.031579 4.005263],[0.036842 4.005263],0.011147547309209973
[3.336842 2.552632],[3.336842 2.557895],0.013327618690120998
[4.057895 4.852632],[4.057895 4.857895],0.021052631578947368
[3.589474 3.126316],[3.589474 3.131579],0.021052631578947368
[4.578947 3.357895],[4.584211 3.357895],0.021052631578947368
[4.652632 0.773684],[4.652632 0.778947],0.020014608619642077
[5.184211 5.052632],[5.184211 5.057895],0.021052631578947368
[0.852632 1.436842],[0.852632 1.442105],0.015789473684210527
[0.984211 0.194737],[0.989474 0.194737],0.029516096584157377
[4.278947 0.836842],[4.284211 0.836842],0.006353193585192355
[2.115789 5.842105],[2.115789 5.847368],0.021052631578947368
[1.305263 5.131579],[1.305263 5.136842],0.021052631578947368
[4.584211 2.357895],[4.589474 2.357895],0.01781007614640097
[2.821053 2.368421],[2.826316 2.368421],0.01621652015833784
[0.800000 0.747368],[0.800000 0.752632],0.03265083644903942
[4.136842 3.110526],[4.136842 3.115789],0.02631578947368421
[2.200000 3.000000],[2.205263 3.000000],0.021052631578947368
[5.894737 1.931579],[5.900000 1.931579],0.021052631578947368
[1.426316 3.073684],[1.426316 3.078947],0.03265083644903942
[1.447368 4.310526],[1.452632 4.310526],0.02758995873875602
[2.531579 4.947368],[2.531579 4.952632],0.010526315789473684
[0.100000 0.947368],[0.105263 0.947368],0.011147547309209973
[4.568421 2.678947],[4.573684 2.678947],0.013327618690120998
[4.910526 0.078947],[4.910526 0.084211],0.01781007614640097
[1.189474 5.378947],[1.189474 5.384211],0.021376593751625424
[6.178947 3.057895],[6.178947 3.063158],0.018976585660336786
[4.426316 1.842105],[4.426316 1.847368],0.02368421052631579
[3.026316 1.457895],[3.031579 1.457895],0.021052631578947368
[6.031579 4.778947],[6.036842 4.778947],0.010526315789473684
[0.042105 4.121053],[0.047368 4.121053],0.015789473684210527
[0.610526 1.015789],[0.615789 1.015789],0.005263157894736842
[1.300000 5.557895],[1.300000 5.563158],0.015789473684210527
[4.936842 4.531579],[4.936842 4.536842],0.021052631578947368
[4.089474 2.405263],[4.089474 2.410526],0.021052631578947368
[5.494737 1.157895],[5.500000 1.157895],0.005263157894736842
[4.363158 4.431579],[4.363158 4.436842],0.02631578947368421
[3.252632 2.863158],[3.257895 2.863158],0.01621652015833784
[2.631579 4.721053],[2.636842 4.721053],0.021052631578947368
[3.342105 4.321053],[3.342105 4.326316],0.015789473684210527
[1.347368 1.210526],[1.352632 1.210526],0.021052631578947368
[0.189474 3.578947],[0.194737 3.578947],0.03795317132067357
[4.052632 5.247368],[4.052632 5.252632],0.010526315789473684
[0.763158 3.321053],[0.763158 3.326316],0.01621652015833784
[2.263158 6.200000],[2.263158 6.205263],0.021052631578947368
[0.978947 2.257895],[0.978947 2.263158],0.029516096584157377
[2.547368 0.373684],[2.547368 0.378947],0.01781007614640097
[0.778947 2.715789],[0.784211 2.715789],0.015789473684210527
[5.310526 0.294737],[5.310526 0.300000],0.021052631578947368
[0.600000 4.563158],[0.600000 4.568421],0.021376593751625424
[4.789474 0.047368],[4.789474 0.052632],0.015789473684210527
[2.152632 0.131579],[2.152632 0.136842],0.021052631578947368
[3.594737 1.078947],[3.600000 1.078947],0.017383029672273655
[4.926316 2.373684],[4.926316 2.378947],0.015789473684210527
[3.821053 6.173684],[3.821053 6.178947],0.015789473684210527
[2.547368 4.931579],[2.552632 4.931579],0.01621652015833784
[0.600000 3.484211],[0.600000 3.489474],0.010526315789473684
[4.905263 3.321053],[4.910526 3.321053],0.022619056791098
[2.100000 5.642105],[2.100000 5.647368],0.015789473684210527
[4.178947 1.747368],[4.184211 1.747368],0.006353193585192355
[0.542105 3.594737],[0.547368 3.594737],0.015789473684210527
[5.452632 4.147368],[5.452632 4.152632],0.018976585660336786
[5.621053 1.626316],[5.621053 1.631579],0.015765012591880446
[5.689474 4.610526],[5.694737 4.610526],0.018976585660336786
[1.831579 2.168421],[1.836842 2.168421],0.024926673565788367
[2.678947 2.878947],[2.684211 2.878947],0.011147547309209973
[3.510526 3.257895],[3.510526 3.263158],0.015789473684210527
[3.584211 2.484211],[3.584211 2.489474],0.006353193585192355
[2.173684 4.747368],[2.173684 4.752632],0.031578947368421054
[0.036842 0.547368],[0.042105 0.547368],0.021052631578947368
[1.373684 4.768421],[1.378947 4.768421],0.02631578947368421
[4.821053 2.226316],[4.821053 2.231579],0.031796743500784784
[2.873684 2.815789],[2.878947 2.815789],0.024926673565788367
[3.121053 0.736842],[3.126316 0.736842],0.024926673565788367
[5.494737 0.894737],[5.500000 0.894737],0.020653136743640194
[2.105263 3.221053],[2.110526 3.221053],0.02368421052631579
[2.731579 4.378947],[2.736842 4.378947],0.01621652015833784
[0.215789 4.836842],[0.221053 4.836842],0.01781007614640097
[1.421053 1.200000],[1.426316 1.200000],0.015789473684210527
[1.142105 0.410526],[1.147368 0.410526],0.01621652015833784
[4.526316 2.305263],[4.531579 2.305263],0.01781007614640097
[3.442105 0.336842],[3.442105 0.342105],0.01621652015833784
[0.600000 4.131579],[0.605263 4.131579],0.006353193585192355
[1.842105 1.726316],[1.842105 1.731579],0.02631578947368421
[0.300000 1.663158],[0.300000 1.668421],0.013327618690120998
[2.873684 4.247368],[2.873684 4.252632],0.016931522105816263
[0.505263 4.442105],[0.510526 4.442105],0.018976585660336786
[4.689474 4.478947],[4.689474 4.484211],0.021052631578947368
[1.436842 3.252632],[1.436842 3.257895],0.021376593751625424
[1.184211 3.336842],[1.184211 3.342105],0.023537557657892522
[1.405263 0.721053],[1.405263 0.726316],0.01781007614640097
[1.752632 5.326316],[1.752632 5.331579],0.021052631578947368
[0.221053 4.131579],[0.221053 4.136842],0.015789473684210527
[4.763158 2.715789],[4.763158 2.721053],0.01781007614640097
[1.921053 1.457895],[1.926316 1.457895],0.013327618690120998
[3.700000 0.036842],[3.700000 0.042105],0.021052631578947368
[5.294737 1.742105],[5.300000 1.742105],0.018976585660336786
[2.900000 6.173684],[2.900000 6.178947],0.013327618690120998
[3.015789 3.357895],[3.021053 3.357895],0.02631578947368421
[5.047368 0.242105],[5.052632 0.242105],0.015789473684210527
[4.663158 4.578947],[4.668421 4.578947],0.021052631578947368
[5.426316 4.168421],[5.431579 4.168421],0.016643566632465155
[4.273684 3.836842],[4.273684 3.842105],0.020014608619642077
[0.457895 5.173684],[0.457895 5.178947],0.02631578947368421
[1.110526 3.968421],[1.115789 3.968421],0.031578947368421054
[0.221053 5.763158],[0.221053 5.768421],0.024926673565788367
[1.315789 2.036842],[1.321053 2.036842],0.021376593751625424
[2.515789 3.594737],[2.521053 3.594737],0.031578947368421054
[2.926316 1.226316],[2.926316 1.231579],0.016931522105816263
[0.473684 0.952632],[0.478947 0.952632],0.01781007614640097
[2.626316 1.905263],[2.626316 1.910526],0.021052631578947368
[3.831579 3.763158],[3.831579 3.768421],0.020014608619642077
[4.105263 3.326316],[4.110526 3.326316],0.020014608619642077
[3.326316 4.036842],[3.331579 4.036842],0.015789473684210527
[4.505263 3.921053],[4.510526 3.921053],0.015789473684210527
[0.126316 6.200000],[0.126316 6.205263],0.010526315789473684
[4.231579 0.426316],[4.231579 0.431579],0.024926673565788367
[2.368421 3.205263],[2.368421 3.210526],0.010526315789473684
[4.252632 0.384211],[4.257895 0.384211],0.011147547309209973
[0.226316 0.852632],[0.231579 0.852632],0.021376593751625424
[2.863158 2.357895],[2.868421 2.357895],0.022619056791098
[3.442105 0.342105],[3.442105 0.347368],0.01621652015833784
[5.642105 4.631579],[5.647368 4.631579],0.015789473684210527
[5.663158 0.557895],[5.663158 0.563158],0.031578947368421054
[2.357895 4.621053],[2.363158 4.621053],0.022619056791098
[5.336842 1.042105],[5.342105 1.042105],0.010526315789473684
[3.894737 5.778947],[3.894737 5.784211],0.015789473684210527
[5.731579 0.242105],[5.736842 0.242105],0.021052631578947368
[5.894737 4.184211],[5.894737 4.189474],0.021052631578947368
[4.142105 3.142105],[4.142105 3.147368],0.010526315789473684
[1.300000 2.536842],[1.305263 2.536842],0.01781007614640097
[2.363158 3.247368],[2.363158 3.252632],0.024322738650313903
[5.015789 2.268421],[5.015789 2.273684],0.015789473684210527
[4.163158 5.384211],[4.163158 5.389474],0.015789473684210527
[5.321053 0.100000],[5.321053 0.105263],0.021052631578947368
[5.852632 0.642105],[5.852632 0.647368],0.005263157894736842
[2.768421 3.142105],[2.768421 3.147368],0.015789473684210527
[1.310526 1.578947],[1.310526 1.584211],0.016931522105816263
[5.626316 1.584211],[5.626316 1.589474],0.020014608619642077
[4.847368 0.557895],[4.852632 0.557895],0.015789473684210527
[0.857895 3.110526],[0.857895 3.115789],0.01781007614640097
[0.989474 3.105263],[0.994737 3.105263],0.013327618690120998
[0.042105 3.268421],[0.042105 3.273684],0.023537557657892522
[3.336842 2.657895],[3.336842 2.663158],0.021376593751625424
[5.573684 4.126316],[5.573684 4.131579],0.021376593751625424
[5.436842 0.400000],[5.442105 0.400000],0.022619056791098
[5.478947 0.521053],[5.484211 0.521053],0.020014608619642077
[0.578947 4.757895],[0.584211 4.757895],0.021052631578947368
[0.536842 2.084211],[0.536842 2.089474],0.020014608619642077
[2.647368 5.273684],[2.652632 5.273684],0.02033857079232013
[4.378947 6.347368],[4.384211 6.347368],0.01621652015833784
[3.300000 5.821053],[3.305263 5.821053],0.03429673487588455
[3.715789 2.368421],[3.721053 2.368421],0.02033857079232013
[5.573684 4.073684],[5.578947 4.073684],0.020653136743640194
[4.978947 0.452632],[4.978947 0.457895],0.021052631578947368
[4.410526 5.710526],[4.415789 5.710526],0.018976585660336786
[1.042105 2.705263],[1.042105 2.710526],0.021052631578947368
[4.673684 0.852632],[4.678947 0.852632],0.015789473684210527
[4.626316 6.026316],[4.631579 6.026316],0.009606004052297066
[2.778947 4.557895],[2.778947 4.563158],0.02758995873875602
[2.926316 1.363158],[2.926316 1.368421],0.021376593751625424
[3.836842 1.515789],[3.842105 1.515789],0.033493893573077915
[4.931579 5.563158],[4.931579 5.568421],0.015789473684210527
[1.700000 1.815789],[1.700000 1.821053],0.02631578947368421
[5.915789 3.894737],[5.915789 3.900000],0.01621652015833784
[0.568421 1.289474],[0.573684 1.289474],0.015789473684210527
[2.436842 1.557895],[2.442105 1.557895],0.008984772532560775
[3.063158 3.000000],[3.068421 3.000000],0.016931522105816263
[2.300000 2.310526],[2.300000 2.315789],0.022619056791098
[1.084211 0.178947],[1.084211 0.184211],0.02894736842105263
[1.189474 2.026316],[1.194737 2.026316],0.015789473684210527
[2.505263 3.668421],[2.505263 3.673684],0.02631578947368421
[5.426316 0.078947],[5.426316 0.084211],0.015789473684210527
[0.936842 3.700000],[0.936842 3.705263],0.03219493719020566
[0.947368 2.978947],[0.952632 2.978947],0.02631578947368421
[3.052632 3.363158],[3.057895 3.363158],0.02996096001877501
[1.589474 4.400000],[1.594737 4.400000],0.015789473684210527
[5.236842 1.663158],[5.242105 1.663158],0.01781007614640097
[5.542105 4.705263],[5.547368 4.705263],0.015789473684210527
[5.336842 6.336842],[5.342105 6.336842],0.015789473684210527
[0.068421 2.463158],[0.073684 2.463158],0.024322738650313903
[4.042105 3.284211],[4.047368 3.284211],0.011147547309209973
[5.894737 1.047368],[5.900000 1.047368],0.010526315789473684
[1.452632 6.131579],[1.452632 6.136842],0.015789473684210527
[0.357895 5.426316],[0.363158 5.426316],0.015789473684210527
[3.984211 5.247368],[3.989474 5.247368],0.021052631578947368
[1.826316 5.210526],[1.826316 5.215789],0.021052631578947368
[4.200000 0.484211],[4.205263 0.484211],0.014886458551295738
[4.978947 5.689474],[4.984211 5.689474],0.021052631578947368
[0.657895 4.342105],[0.663158 4.342105],0.021052631578947368
[3.036842 5.984211],[3.036842 5.989474],0.015789473684210527
[3.121053 4.057895],[3.121053 4.063158],0.018976585660336786
[1.626316 6.205263],[1.626316 6.210526],0.02033857079232013
[4.400000 5.426316],[4.405263 5.426316],0.01621652015833784
[1.115789 3.342105],[1.121053 3.342105],0.021376593751625424
[4.305263 1.915789],[4.305263 1.921053],0.010526315789473684
[2.915789 4.426316],[2.921053 4.426316],0.024926673565788367
[5.442105 2.731579],[5.447368 2.731579],0.021052631578947368
[0.836842 2.515789],[0.842105 2.515789],0.015789473684210527
[3.394737 5.531579],[3.394737 5.536842],0.013327618690120998
[3.057895 3.289474],[3.063158 3.289474],0.021052631578947368
[0.147368 1.821053],[0.152632 1.821053],0.006353193585192355
[1.042105 2.726316],[1.042105 2.731579],0.022619056791098
[3.952632 0.973684],[3.957895 0.973684],0.011147547309209973
[1.694737 1.836842],[1.694737 1.842105],0.021052631578947368
[1.584211 1.710526],[1.589474 1.710526],0.018976585660336786
[0.421053 1.673684],[0.421053 1.678947],0.01781007614640097
[3.657895 2.747368],[3.663158 2.747368],0.020014608619642077
[3.236842 5.942105],[3.242105 5.942105],0.020014608619642077
[5.073684 3.331579],[5.073684 3.336842],0.021052631578947368
[0.147368 2.873684],[0.147368 2.878947],0.015789473684210527
[5.621053 4.242105],[5.621053 4.247368],0.020014608619642077
[4.368421 4.473684],[4.368421 4.478947],0.020014608619642077
[2.347368 1.789474],[2.352632 1.789474],0.015789473684210527
[4.373684 3.252632],[4.378947 3.252632],0.01621652015833784
[6.094737 6.342105],[6.100000 6.342105],0.016931522105816263
[2.105263 4.952632],[2.105263 4.957895],0.021376593751625424
[1.247368 6.310526],[1.247368 6.315789],0.008984772532560775
[5.536842 0.568421],[5.542105 0.568421],0.01621652015833784
[2.768421 4.989474],[2.768421 4.994737],0.018848099105706263
[5.136842 2.678947],[5.142105 2.678947],0.021052631578947368
[2.889474 0.952632],[2.889474 0.957895],0.03201453963314852
